"","gender","university","living_zone","grade","tech_experience","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams.","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers..1","df.ai_training","df.knowledge_merged"
"2026","Male","Governnmental","Urban","5","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"2027","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","0","0","9","1","9","9","1","9","0","0","9","9","0","1","9","9","1","D/SD","No","low"
"2028","Female","Private","Urban","4","4","1","1","9","9","0","1","9","9","9","9","1","1","9","0","0","9","1","1","9","9","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"2029","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","1","1","0","1","1","1","9","9","9","1","1","1","1","1","1","1","9","9","1","1","9","1","1","1","1","9","1","N","No","low"
"2030","Female","Governnmental","Urban","2","4","1","9","1","9","0","0","0","0","1","9","0","1","9","9","9","9","9","9","9","9","9","1","1","9","1","1","1","1","1","1","1","9","1","A/SA","No","low"
"2031","Female","Governnmental","Urban","1","3","9","0","0","1","1","1","1","0","9","9","1","1","0","9","0","0","1","1","1","9","1","1","0","9","1","1","1","0","9","1","1","9","1","N","No","low"
"2032","Female","International","Urban","6","4","1","9","9","0","0","0","1","0","9","1","1","1","9","9","9","0","1","1","1","9","1","1","0","9","1","1","1","1","1","1","0","1","1","A/SA","Yes","low"
"2033","Male","Governnmental","Urban","2","4","1","1","9","9","1","0","9","9","1","1","1","1","0","0","0","0","9","9","1","9","0","1","0","9","1","1","1","9","9","1","1","9","1","A/SA","No","low"
"2034","Female","Governnmental","Urban","Intern (Emtyaz)","4","1","1","1","1","0","0","9","9","9","9","1","1","9","0","0","0","1","1","1","9","1","1","0","9","1","1","9","9","9","1","1","1","1","A/SA","No","low"
"2035","Male","Governnmental","Urban","Intern (Emtyaz)","5","1","9","0","0","1","1","1","9","9","1","1","1","9","0","0","1","1","1","1","1","1","1","9","9","1","1","9","1","1","1","1","1","1","A/SA","No","low"
"2036","Female","Governnmental","Urban","5","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","9","9","9","9","1","0","0","0","9","0","1","N","No","low"
"2037","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","1","9","9","9","1","1","1","1","9","0","1","1","0","9","1","1","9","9","1","1","1","1","1","9","1","1","9","D/SD","No","low"
"2038","Female","Private","Urban","3","3","9","0","0","1","1","0","0","1","1","1","1","9","1","0","0","9","1","1","1","1","9","0","0","9","1","1","1","1","1","1","1","0","9","N","No","low"
"2039","Female","Governnmental","Urban","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","high/moderate"
"2040","Female","Governnmental","Urban","1","4","1","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","9","9","9","9","A/SA","No","low"
"2041","Female","Governnmental","Urban","5","3","9","0","0","0","1","0","9","9","9","9","1","1","9","0","0","9","9","1","1","9","9","1","9","9","1","9","0","0","0","1","1","9","9","N","No","low"
"2042","Male","Governnmental","Urban","3","3","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","0","1","1","9","0","1","1","9","9","1","1","1","1","1","1","1","1","1","N","No","low"
"2043","Male","Governnmental","Urban","3","4","1","9","0","0","1","1","1","0","0","1","1","1","9","9","0","9","1","1","1","1","1","1","9","9","9","9","1","1","1","1","1","1","1","A/SA","No","low"
"2044","Female","Governnmental","Urban","2","3","9","0","0","0","1","0","9","1","1","1","1","1","9","0","0","0","1","9","1","0","1","1","1","9","9","1","1","1","1","1","9","1","1","N","No","low"
"2045","Female","Governnmental","Rural","5","3","9","9","9","9","0","0","9","9","9","1","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","9","9","9","1","0","1","1","N","No","low"
"2046","Female","Governnmental","Urban","1","5","1","1","0","1","1","0","1","0","1","1","1","9","0","0","0","1","1","1","1","9","1","1","9","9","9","1","1","9","1","1","1","1","1","A/SA","No","high/moderate"
"2047","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","9","9","9","9","9","1","9","0","0","0","9","1","1","1","9","9","1","9","1","9","0","0","0","9","1","9","9","N","No","low"
"2048","Female","Governnmental","Urban","1","3","9","9","0","0","1","0","9","9","9","1","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","9","9","9","1","1","0","0","N","No","low"
"2049","Female","Governnmental","Urban","1","3","9","0","9","9","0","0","1","0","1","1","1","9","0","0","0","1","9","9","1","0","1","1","1","9","9","1","1","9","1","1","1","0","0","N","No","low"
"2050","Male","Private","Urban","5","4","1","0","0","0","0","0","9","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","1","9","0","9","9","1","1","1","A/SA","No","low"
"2051","Female","Governnmental","Urban","3","5","1","9","1","9","0","1","0","0","9","1","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","1","9","1","1","1","0","1","A/SA","No","low"
"2052","Female","Governnmental","Urban","4","4","1","9","9","0","0","0","9","9","9","9","1","1","0","9","0","1","9","1","9","1","1","0","9","9","1","1","9","9","9","9","1","0","1","A/SA","No","low"
"2053","Male","Governnmental","Urban","Intern (Emtyaz)","4","1","9","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","0","1","1","0","9","9","9","0","0","0","1","1","1","0","A/SA","No","low"
"2054","Male","Governnmental","Urban","1","3","9","9","1","1","0","1","9","9","9","9","1","1","1","9","9","9","9","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","N","No","low"
"2055","Female","Governnmental","Rural","3","4","1","1","0","0","0","0","9","9","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","9","1","1","1","1","1","9","9","9","9","A/SA","No","low"
"2056","Female","Governnmental","Urban","5","3","9","0","0","0","0","0","9","9","9","9","1","1","1","1","1","0","1","1","1","9","1","1","9","9","1","1","9","9","9","1","1","1","1","N","No","low"
"2057","Female","International","Urban","1","5","1","1","1","1","1","1","9","9","9","9","1","1","9","0","0","0","0","9","1","9","1","1","9","9","1","1","1","1","1","9","9","9","9","A/SA","No","low"
"2058","Male","Governnmental","Urban","4","5","1","1","1","1","1","0","1","1","1","1","1","1","9","0","0","0","1","1","9","1","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"2059","Female","Governnmental","Urban","1","2","0","0","0","0","1","0","1","9","1","0","1","1","1","0","0","0","1","1","0","1","1","1","9","9","0","0","0","0","0","1","1","1","1","D/SD","No","low"
"2060","Female","Governnmental","Rural","1","4","1","0","0","0","0","0","9","9","9","9","1","9","0","0","0","0","1","1","1","9","1","9","9","9","1","1","1","0","0","9","1","9","9","A/SA","No","low"
"2061","Male","Governnmental","Urban","2","3","9","9","9","9","1","0","1","0","9","1","1","1","0","0","0","9","9","1","1","0","1","1","9","9","1","1","1","1","1","9","1","1","1","N","No","low"
"2062","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","9","9","9","1","1","1","1","1","9","9","1","1","1","1","9","9","1","1","1","1","1","9","1","1","1","N","No","low"
"2063","Female","Governnmental","Urban","1","3","9","9","0","9","1","1","0","0","0","0","1","9","9","1","1","9","9","9","1","1","1","9","9","9","1","1","1","9","1","1","1","9","9","N","No","low"
"2064","Male","Governnmental","Urban","1","4","1","0","0","0","1","0","9","1","1","9","1","1","0","0","0","0","1","1","1","0","0","1","0","9","1","1","1","0","9","1","1","1","9","A/SA","No","low"
"2065","Female","Governnmental","Urban","1","3","9","0","0","0","0","0","9","0","1","0","1","1","1","9","0","1","0","1","1","1","1","1","1","9","9","1","1","1","1","9","9","1","0","N","No","low"
"2066","Female","Governnmental","Rural","1","3","9","9","0","1","1","0","1","1","0","0","9","1","1","0","0","1","1","1","9","1","1","1","9","9","1","1","1","9","1","1","1","1","1","N","No","low"
"2067","Female","Governnmental","Urban","Intern (Emtyaz)","4","1","1","9","0","0","0","9","9","9","9","1","1","0","0","0","9","9","1","1","0","1","1","0","9","1","9","0","0","0","1","1","0","1","A/SA","No","low"
"2068","Female","Governnmental","Rural","1","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","1","1","1","1","9","9","9","1","9","9","1","1","1","1","1","9","9","9","9","D/SD","No","low"
"2069","Male","Governnmental","Urban","5","2","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","0","9","9","0","1","1","1","9","9","9","1","0","0","0","1","1","0","9","D/SD","No","low"
"2070","Female","Governnmental","Urban","4","2","0","0","9","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","1","1","1","9","9","9","1","1","9","0","0","1","1","0","9","D/SD","No","low"
"2071","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","1","1","1","1","1","1","9","9","1","0","1","1","1","1","9","1","9","9","9","1","0","0","0","1","1","1","1","N","No","low"
"2072","Female","Governnmental","Rural","1","3","9","0","0","0","0","0","9","9","9","9","1","1","1","9","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","9","1","1","1","N","No","low"
"2073","Male","Governnmental","Urban","4","5","1","9","1","9","0","0","1","1","1","0","1","1","0","0","0","9","1","1","1","1","0","1","0","9","1","1","1","9","9","1","9","1","1","A/SA","No","low"
"2074","Male","Governnmental","Urban","4","2","0","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","0","0","0","0","9","1","1","1","1","D/SD","No","low"
"2075","Female","Governnmental","Urban","4","1","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","1","1","1","1","1","1","1","1","9","1","1","9","9","9","0","1","0","9","D/SD","No","low"
"2076","Female","Governnmental","Urban","Intern (Emtyaz)","5","1","0","0","0","0","0","1","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"2077","Female","Governnmental","Urban","1","4","1","9","1","9","0","0","9","9","9","9","1","1","9","0","0","0","1","1","1","9","9","1","0","9","1","1","9","9","9","9","1","1","1","A/SA","No","low"
"2078","Female","Governnmental","Urban","4","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","1","0","1","1","0","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"2079","Female","Governnmental","Urban","3","4","1","1","9","9","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","1","9","9","9","A/SA","No","low"
"2080","Female","Governnmental","Urban","2","2","0","0","9","0","1","0","9","1","9","1","1","1","9","0","0","9","1","1","1","0","1","1","1","9","9","9","9","1","1","1","9","1","1","D/SD","No","low"
"2081","Female","Private","Urban","1","2","0","9","0","0","0","0","9","9","9","9","1","1","9","9","0","1","0","0","9","1","1","1","0","9","9","9","9","1","1","9","1","0","1","D/SD","No","low"
"2082","Female","Governnmental","Rural","2","3","9","1","0","0","1","0","0","1","1","9","1","1","0","0","0","1","9","1","1","1","1","1","9","9","1","1","1","9","1","1","1","0","0","N","No","low"
"2083","Female","Governnmental","Urban","2","5","1","1","0","9","0","0","1","0","1","9","1","1","0","0","0","9","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"2084","Female","Private","Urban","1","3","9","0","0","0","0","0","9","9","9","9","9","1","0","0","0","1","9","1","9","9","9","1","9","9","1","1","9","9","9","9","0","9","9","N","No","low"
"2085","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","9","9","9","9","9","1","9","9","0","1","9","0","9","9","9","9","1","9","1","9","1","9","1","1","1","0","9","D/SD","No","low"
"2086","Female","Governnmental","Urban","1","4","1","1","1","1","0","0","1","0","1","0","1","1","9","9","0","0","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"2087","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","9","9","9","1","1","1","9","0","0","1","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","N","No","low"
"2088","Female","Governnmental","Urban","1","2","0","0","0","0","1","0","9","9","9","9","1","1","9","0","0","1","9","9","1","9","1","1","9","9","1","1","1","1","1","1","1","9","1","D/SD","No","low"
"2089","Male","Governnmental","Urban","1","4","1","9","9","1","0","0","9","0","1","9","1","1","0","0","0","1","1","1","9","9","1","1","1","9","1","1","1","1","1","1","1","0","9","A/SA","No","low"
"2090","Female","Governnmental","Urban","5","4","1","0","0","0","1","0","9","9","1","9","1","1","0","0","0","9","0","0","0","0","9","9","0","9","1","1","0","0","0","1","1","9","0","A/SA","No","low"
"2091","Female","Private","Urban","3","4","1","1","1","1","0","1","1","9","1","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","9","1","A/SA","No","high/moderate"
"2092","Female","Governnmental","Urban","2","2","0","9","9","1","1","0","9","0","1","1","9","9","0","0","0","9","9","9","1","1","1","1","9","9","1","9","1","9","1","1","1","0","9","D/SD","No","low"
"2093","Female","Governnmental","Urban","3","4","1","9","9","9","1","1","9","9","1","9","9","1","0","0","0","1","9","9","1","0","9","9","0","9","1","9","9","1","1","9","1","1","1","A/SA","No","low"
"2094","Male","Governnmental","Urban","6","3","9","9","1","0","1","1","9","0","1","1","1","1","9","0","9","1","1","1","9","0","9","1","1","9","1","1","1","1","1","1","1","1","1","N","Yes","high/moderate"
"2095","Male","Governnmental","Urban","1","4","1","0","0","0","0","0","1","0","1","1","1","1","1","1","9","9","9","9","9","9","9","9","9","9","0","9","0","0","0","1","1","1","1","A/SA","Yes","low"
"2096","Male","Governnmental","Urban","4","3","9","0","9","0","0","0","9","9","9","9","1","1","9","9","9","1","1","1","1","1","1","1","1","9","1","9","9","9","9","1","9","9","9","N","No","low"
"2097","Female","Governnmental","Urban","1","3","9","1","9","0","1","0","9","9","1","9","1","1","9","9","0","9","1","1","9","0","1","1","9","9","1","1","9","9","9","1","1","1","1","N","No","low"
"2098","Female","International","Rural","1","1","0","9","9","9","1","1","1","0","9","9","1","1","1","9","0","1","9","9","1","1","1","1","9","9","9","0","0","1","9","9","1","9","9","D/SD","No","low"
"2099","Female","Governnmental","Rural","1","1","0","0","0","0","1","0","1","9","9","9","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","1","9","1","1","1","1","1","1","D/SD","No","low"
"2100","Female","Governnmental","Rural","3","3","9","0","0","0","0","0","9","9","9","9","1","1","1","0","0","0","1","0","1","1","1","0","0","9","9","0","1","1","1","9","1","1","1","N","No","low"
"2101","Male","Governnmental","Urban","5","3","9","0","9","0","0","0","9","9","9","9","9","9","9","9","0","0","9","9","9","9","0","0","9","9","1","1","0","0","0","9","9","9","9","N","No","low"
"2102","Female","Governnmental","Urban","Intern (Emtyaz)","5","1","0","0","0","1","0","9","9","9","9","1","1","1","1","1","1","1","1","1","9","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","low"
"2103","Female","Private","Urban","5","4","1","0","0","0","0","0","9","9","9","9","9","1","1","0","0","1","0","0","1","0","1","1","1","9","1","9","9","9","9","9","9","9","9","A/SA","No","low"
"2104","Female","Governnmental","Urban","2","3","9","0","0","0","0","0","9","9","9","0","1","1","0","0","0","0","1","1","9","0","1","1","0","9","1","1","1","1","1","1","1","9","1","N","No","low"
"2105","Male","Governnmental","Rural","2","3","9","0","1","9","1","1","1","1","0","0","1","1","1","1","1","1","9","1","1","1","1","1","1","9","9","1","0","9","9","0","1","1","1","N","Yes","high/moderate"
"2106","Female","Governnmental","Urban","1","3","9","9","0","0","0","0","9","0","1","0","1","9","1","1","9","1","9","9","1","1","1","1","1","9","1","1","1","1","1","9","9","9","9","N","No","low"
"2107","Male","Governnmental","Urban","1","3","9","9","0","0","0","0","9","9","9","9","1","1","9","1","0","0","1","1","9","1","1","1","0","9","1","1","9","9","1","1","1","1","1","N","No","low"
"2108","Female","Governnmental","Urban","4","3","9","0","0","0","0","0","9","9","9","9","9","9","0","0","0","1","9","1","1","9","9","9","0","9","1","1","1","1","9","0","1","1","1","N","No","low"
"2109","Female","Governnmental","Urban","1","5","1","9","9","9","1","0","9","9","9","9","1","9","0","0","0","1","9","0","1","0","1","0","0","9","0","0","1","1","1","9","0","0","0","A/SA","No","low"
"2110","Female","Governnmental","Urban","6","3","9","9","9","9","0","0","9","9","9","9","1","1","0","0","0","0","9","9","1","0","9","1","0","9","9","9","0","0","9","9","1","1","1","N","No","low"
"2111","Female","Governnmental","Urban","1","3","9","0","0","0","0","0","9","9","9","9","1","9","1","9","1","1","9","9","1","9","1","1","1","9","1","1","1","1","1","0","1","1","1","N","No","low"
"2112","Male","Governnmental","Rural","2","3","9","0","0","0","0","1","9","1","1","9","1","1","9","1","0","1","1","1","9","9","1","1","9","9","1","9","1","1","1","1","1","1","1","N","No","low"
"2113","Female","Governnmental","Urban","1","3","9","9","9","0","0","0","9","1","1","1","1","1","1","0","0","1","0","0","9","1","1","1","1","9","1","1","1","1","1","1","1","1","1","N","No","low"
"2114","Female","Governnmental","Urban","2","2","0","0","0","0","0","0","9","9","1","9","1","1","0","0","0","0","1","1","1","9","1","1","0","9","9","9","0","1","9","1","1","1","1","D/SD","No","low"
"2115","Male","Governnmental","Rural","1","1","0","0","0","0","0","1","9","9","9","9","9","1","1","0","0","9","0","9","9","1","9","1","0","9","1","1","1","9","9","9","1","1","1","D/SD","No","low"
"2116","Female","Governnmental","Urban","4","3","9","0","0","0","0","0","1","0","9","0","1","1","0","0","0","9","1","1","1","1","1","1","9","9","0","1","9","0","9","1","1","1","1","N","No","low"
"2117","Male","Governnmental","Rural","2","3","9","0","0","0","0","0","9","0","9","9","1","1","9","0","0","0","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1","N","No","low"
"2118","Female","Governnmental","Urban","4","3","9","0","0","0","0","0","9","9","9","9","9","1","0","0","0","9","9","1","1","9","1","1","9","9","1","1","1","1","1","1","9","9","9","N","No","low"
"2119","Female","Governnmental","Rural","3","3","9","9","0","0","0","0","9","1","9","0","1","1","9","9","0","0","1","1","1","0","1","1","0","9","1","1","1","1","1","1","1","9","1","N","No","low"
"2120","Male","Governnmental","Urban","1","3","9","0","0","0","0","0","9","9","9","9","1","1","1","9","0","1","0","0","9","1","1","1","0","9","1","1","0","0","0","1","1","1","9","N","No","low"
"2121","Female","Governnmental","Urban","4","2","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","1","9","0","1","0","9","1","9","9","9","1","0","0","0","9","1","0","0","D/SD","No","low"
"2122","Male","Governnmental","Urban","5","5","1","1","1","9","0","0","9","1","1","0","9","9","0","0","0","0","1","1","1","9","1","9","9","9","0","9","9","1","9","1","1","0","1","A/SA","No","low"
"2123","Female","Private","Urban","5","4","1","0","9","9","0","0","1","9","1","1","1","1","0","0","0","9","1","1","1","0","9","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"2124","Female","Governnmental","Urban","5","3","9","9","9","9","0","0","9","0","1","1","1","1","9","0","0","9","0","9","1","9","9","1","0","9","1","1","1","1","1","1","1","0","9","N","No","low"
"2125","Male","Governnmental","Urban","2","5","1","1","9","9","0","0","0","0","1","1","1","1","9","1","0","1","0","0","0","0","0","1","0","9","1","9","1","9","0","1","1","1","1","A/SA","No","low"
"2126","Female","Governnmental","Urban","4","4","1","9","0","0","0","0","9","9","9","9","1","1","1","0","0","9","9","9","9","9","1","1","9","9","1","9","0","0","0","9","1","1","9","A/SA","No","low"
"2127","Female","Governnmental","Urban","3","1","0","0","0","0","0","0","1","1","1","1","1","1","9","0","0","9","9","1","1","1","1","1","9","9","9","9","9","9","9","9","0","1","9","D/SD","No","low"
"2128","Male","Governnmental","Urban","5","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","9","1","1","0","9","9","9","0","0","9","9","1","9","9","D/SD","No","low"
"2129","Male","Governnmental","Urban","3","3","9","1","1","9","1","0","9","1","1","1","1","1","0","0","0","1","1","1","1","0","1","1","1","9","1","1","1","1","1","1","1","1","1","N","No","high/moderate"
"2130","Female","Private","Rural","2","3","9","0","0","0","0","0","9","0","1","9","1","1","9","9","9","1","9","1","1","0","1","1","0","9","1","1","1","1","1","1","1","1","1","N","No","low"
"2131","Female","Governnmental","Rural","2","1","0","0","0","0","0","0","9","9","9","9","1","1","1","1","1","1","1","1","0","1","1","1","0","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"2132","Male","Governnmental","Urban","3","2","0","0","0","0","0","0","9","9","9","9","9","9","9","9","0","9","9","9","9","9","9","9","9","9","1","1","0","0","0","1","9","9","9","D/SD","No","low"
