"","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams."
"2743","N","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","N","D/SD","N","N","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","N","N","A/SA","I don't know","N","N","N","N","D/SD","Yes","A/SA","A/SA","A/SA"
"2744","A/SA","D/SD","N","D/SD","Yes","No","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","N","A/SA","D/SD","D/SD","A/SA","A/SA","N","N","A/SA","A/SA","D/SD","I don't know","N","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"2745","N","N","D/SD","D/SD","Yes","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","N","N","A/SA","A/SA","D/SD","D/SD","N","I don't know","A/SA","A/SA","N","N","A/SA","Yes","A/SA","N","N"
"2746","D/SD","D/SD","D/SD","D/SD","Yes","No","TRUE","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","N","D/SD","A/SA"
"2747","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","D/SD","D/SD","D/SD","D/SD","N","Yes","A/SA","D/SD","N"
"2748","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","N","Yes","A/SA","N","A/SA"
"2749","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","A/SA","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","N","A/SA","Unsure","A/SA","A/SA","A/SA"
"2750","N","D/SD","D/SD","D/SD","Yes","Yes","TRUE","TRUE","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2751","A/SA","D/SD","D/SD","D/SD","No","No","I don't know","TRUE","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","N","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","A/SA","Yes","A/SA","A/SA","A/SA"
"2752","A/SA","D/SD","D/SD","D/SD","Yes","No","TRUE","FALSE","TRUE","FALSE","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","N","N","N","N","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","D/SD","A/SA"
"2753","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","TRUE","A/SA","A/SA","N","N","N","A/SA","A/SA","A/SA","N","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2754","N","N","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","D/SD","D/SD","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","N","D/SD","D/SD","D/SD","Unsure","A/SA","D/SD","D/SD"
"2755","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","N","A/SA","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","A/SA","N","I don't know","A/SA","N","D/SD","A/SA","N","Unsure","N","A/SA","A/SA"
"2756","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","N","A/SA","N","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"2757","N","D/SD","D/SD","D/SD","Yes","No","TRUE","TRUE","FALSE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","N","D/SD"
"2758","A/SA","A/SA","N","A/SA","No","No","TRUE","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","N","N","N","N","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2759","A/SA","N","N","N","Yes","No","TRUE","I don't know","TRUE","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2760","N","A/SA","N","A/SA","Yes","No","TRUE","FALSE","TRUE","TRUE","A/SA","A/SA","N","N","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","N","N","A/SA","A/SA","Yes","A/SA","A/SA","N"
"2761","A/SA","N","N","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","A/SA","A/SA","A/SA","N","A/SA","N","A/SA","I don't know","N","N","A/SA","N","N","Unsure","N","N","N"
"2762","A/SA","A/SA","A/SA","A/SA","Yes","Yes","TRUE","TRUE","I don't know","TRUE","A/SA","D/SD","A/SA","D/SD","N","A/SA","A/SA","N","A/SA","N","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2763","N","N","N","D/SD","No","No","FALSE","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","D/SD"
"2764","A/SA","A/SA","A/SA","A/SA","Yes","Yes","I don't know","I don't know","I don't know","I don't know","A/SA","N","A/SA","N","D/SD","N","N","N","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","N","Unsure","N","D/SD","D/SD"
"2765","N","N","D/SD","D/SD","Yes","Yes","I don't know","TRUE","FALSE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","N","D/SD","D/SD","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2766","A/SA","D/SD","N","D/SD","No","No","TRUE","TRUE","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","D/SD","A/SA","D/SD","D/SD","D/SD","D/SD","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","No","D/SD","D/SD","D/SD"
"2767","A/SA","A/SA","A/SA","A/SA","Yes","Yes","TRUE","FALSE","TRUE","TRUE","N","N","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","A/SA","D/SD","N","D/SD","D/SD","I don't know","N","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","D/SD","D/SD"
"2768","N","N","A/SA","D/SD","Yes","No","I don't know","I don't know","TRUE","FALSE","A/SA","A/SA","A/SA","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","N","N","N","N","A/SA","Yes","A/SA","D/SD","N"
"2769","A/SA","A/SA","N","A/SA","No","No","I don't know","TRUE","TRUE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","N","N","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","N","N","A/SA","N","N","No","N","D/SD","N"
"2770","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","A/SA","N","N","D/SD","N","N","N","A/SA","N","N","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","N","A/SA","Yes","A/SA","N","N"
"2771","A/SA","A/SA","A/SA","A/SA","Yes","No","TRUE","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","N","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","N","N","N","Unsure","N","N","N"
"2772","N","N","D/SD","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","N","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","N","A/SA","Unsure","N","N","N"
"2773","A/SA","A/SA","D/SD","D/SD","No","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","D/SD","A/SA","N","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2774","A/SA","A/SA","D/SD","N","No","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","D/SD","A/SA","N","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2775","N","A/SA","A/SA","D/SD","No","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","D/SD","A/SA","D/SD","N","A/SA","D/SD","I don't know","A/SA","N","N","A/SA","N","Yes","A/SA","N","N"
"2776","A/SA","A/SA","A/SA","D/SD","Yes","Yes","I don't know","I don't know","FALSE","TRUE","A/SA","N","A/SA","D/SD","D/SD","A/SA","D/SD","A/SA","A/SA","D/SD","N","N","D/SD","I don't know","D/SD","N","N","D/SD","A/SA","Yes","A/SA","A/SA","A/SA"
"2777","A/SA","A/SA","A/SA","N","No","No","I don't know","I don't know","I don't know","I don't know","N","N","N","N","D/SD","N","N","A/SA","A/SA","N","N","N","N","I don't know","N","N","A/SA","N","N","Yes","N","A/SA","N"
"2778","N","A/SA","A/SA","A/SA","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","D/SD","N","N","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","N","Yes","A/SA","A/SA","A/SA"
"2779","N","N","N","N","Yes","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2780","D/SD","N","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","N","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","N","N","Yes","A/SA","N","A/SA"
"2781","N","N","N","D/SD","Yes","No","I don't know","I don't know","I don't know","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","A/SA","Yes","A/SA","A/SA","N"
"2782","A/SA","D/SD","D/SD","D/SD","No","No","TRUE","FALSE","TRUE","TRUE","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","N","A/SA"
"2783","A/SA","A/SA","A/SA","N","Yes","Yes","TRUE","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","N","N"
"2784","A/SA","N","D/SD","D/SD","No","No","FALSE","TRUE","TRUE","I don't know","D/SD","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","D/SD","A/SA","A/SA","D/SD","D/SD","A/SA","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","Yes","D/SD","D/SD","D/SD"
"2785","N","D/SD","N","D/SD","Yes","No","TRUE","FALSE","TRUE","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","N","N","D/SD","Unsure","D/SD","A/SA","N"
"2786","A/SA","D/SD","D/SD","A/SA","Yes","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","A/SA","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","D/SD","A/SA","A/SA","N","A/SA","Unsure","A/SA","A/SA","A/SA"
"2787","N","A/SA","N","N","No","No","I don't know","I don't know","I don't know","I don't know","N","D/SD","N","N","N","N","N","N","N","N","N","N","A/SA","I don't know","A/SA","N","A/SA","N","N","Unsure","N","N","N"
"2788","D/SD","A/SA","A/SA","A/SA","No","Yes","TRUE","TRUE","TRUE","I don't know","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2789","D/SD","D/SD","D/SD","D/SD","Yes","Yes","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","N","D/SD","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2790","N","N","N","N","No","No","TRUE","I don't know","TRUE","TRUE","A/SA","A/SA","N","N","N","A/SA","A/SA","A/SA","N","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","A/SA","Yes","A/SA","A/SA","A/SA"
"2791","N","A/SA","N","N","No","No","I don't know","FALSE","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","A/SA","N","N","A/SA","A/SA","I don't know","N","A/SA","N","N","N","Yes","N","N","N"
"2792","A/SA","D/SD","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","A/SA","N","D/SD","A/SA","N","A/SA","D/SD","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2793","A/SA","A/SA","D/SD","A/SA","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","A/SA","N","N","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","No","A/SA","N","D/SD"
"2794","N","D/SD","N","D/SD","Yes","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","N","D/SD","N","A/SA","A/SA","N","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","D/SD","N","N"
"2795","N","A/SA","A/SA","A/SA","Yes","No","I don't know","TRUE","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","N","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","N","A/SA","Unsure","A/SA","N","A/SA"
"2796","A/SA","A/SA","A/SA","A/SA","Yes","Yes","TRUE","FALSE","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","N","N","A/SA","D/SD","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","D/SD","D/SD","A/SA"
"2797","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","N","N","N","D/SD","A/SA","N","A/SA","A/SA","N","N","N","D/SD","I don't know","A/SA","A/SA","N","N","N","Unsure","N","N","N"
"2798","N","N","A/SA","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"2799","N","N","N","N","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","A/SA","A/SA"
"2800","N","A/SA","N","N","Yes","Yes","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","A/SA","N","D/SD","N","A/SA","A/SA","N","N","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","No","N","A/SA","A/SA"
"2801","N","N","N","N","No","No","I don't know","I don't know","I don't know","I don't know","N","N","N","N","N","N","N","N","N","N","N","N","N","I don't know","N","N","N","N","N","Unsure","N","N","N"
"2802","A/SA","A/SA","N","N","No","No","I don't know","FALSE","TRUE","I don't know","A/SA","A/SA","A/SA","D/SD","N","N","N","D/SD","N","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2803","N","N","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","N","N","N","D/SD","A/SA","N","N","N","N","N","N","N","I don't know","N","A/SA","N","N","N","Unsure","N","N","N"
"2804","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","N","N","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2805","A/SA","A/SA","A/SA","N","Yes","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","N","A/SA","Yes","A/SA","A/SA","A/SA"
"2806","A/SA","N","D/SD","N","No","No","TRUE","FALSE","TRUE","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2807","A/SA","D/SD","D/SD","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","N","A/SA","A/SA","D/SD","D/SD","A/SA","N","I don't know","A/SA","N","N","D/SD","D/SD","Yes","N","N","A/SA"
"2808","N","A/SA","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","N","N","N","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","N","N","N","Yes","A/SA","A/SA","N"
"2809","N","N","N","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","N","N","N","N","N","N","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","N","N","Unsure","A/SA","N","N"
"2810","A/SA","A/SA","A/SA","N","Yes","No","I don't know","I don't know","TRUE","FALSE","N","A/SA","N","N","N","A/SA","A/SA","A/SA","N","N","N","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2811","N","N","N","N","No","No","I don't know","I don't know","TRUE","I don't know","N","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","D/SD","N","D/SD","N","N","N","I don't know","N","N","A/SA","A/SA","N","Unsure","A/SA","N","N"
"2812","A/SA","N","N","A/SA","Yes","No","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","N","N","N","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","N","A/SA","Yes","A/SA","A/SA","A/SA"
"2813","A/SA","N","N","A/SA","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","N","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2814","A/SA","A/SA","A/SA","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","D/SD","N","N","A/SA","N","A/SA","N","N","I don't know","N","N","A/SA","A/SA","A/SA","Yes","N","A/SA","N"
"2815","A/SA","A/SA","A/SA","A/SA","Yes","Yes","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2816","A/SA","A/SA","D/SD","D/SD","No","Yes","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","N","N","N","I don't know","N","N","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2817","A/SA","A/SA","A/SA","A/SA","No","No","TRUE","TRUE","TRUE","I don't know","N","A/SA","A/SA","D/SD","D/SD","A/SA","A/SA","D/SD","A/SA","A/SA","N","D/SD","D/SD","I don't know","N","N","A/SA","N","N","Yes","A/SA","A/SA","A/SA"
"2818","N","A/SA","N","D/SD","No","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","N","A/SA","Yes","N","N","N"
"2819","N","N","N","N","No","No","FALSE","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","N","D/SD","D/SD","A/SA","N","N","N","N","I don't know","N","N","A/SA","N","N","Yes","A/SA","A/SA","A/SA"
"2820","A/SA","A/SA","A/SA","N","No","No","I don't know","I don't know","I don't know","TRUE","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","N","N","A/SA","A/SA","A/SA","I don't know","N","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","A/SA","N"
"2821","A/SA","A/SA","A/SA","A/SA","No","No","I don't know","I don't know","I don't know","TRUE","A/SA","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"2822","A/SA","N","A/SA","A/SA","Yes","Yes","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","D/SD","N"
"2823","N","N","N","N","Yes","Yes","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","N","D/SD","N","Unsure","A/SA","N","N"
"2824","N","D/SD","N","N","Yes","No","TRUE","TRUE","TRUE","TRUE","A/SA","A/SA","A/SA","N","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","N","N","N"
