"","gender","university","living_zone","grade_merged","knowledge_merged","tech_merged","ai_training"
"2587","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"2588","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"2589","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2590","Male","Governnmental","Urban","Academic years","low","N","No"
"2591","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"2592","Female","Governnmental","Urban","Academic years","low","N","No"
"2593","Female","Governnmental","Urban","Academic years","low","N","Yes"
"2594","Female","Governnmental","Urban","Academic years","low","N","No"
"2595","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2596","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"2597","Female","Governnmental","Urban","Academic years","low","N","No"
"2598","Male","Private","Rural","Clinical Years","low","D/SD","No"
"2599","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2600","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2601","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2602","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2603","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2604","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2605","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2606","Female","Governnmental","Rural","Clinical Years","low","N","No"
"2607","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2608","Male","Governnmental","Urban","Academic years","low","N","No"
"2609","Male","Governnmental","Urban","Academic years","low","N","No"
"2610","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2611","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2612","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2613","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2614","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2615","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"2616","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2617","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"2618","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2619","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"2620","Female","Governnmental","Rural","Academic years","high/moderate","N","No"
"2621","Female","Governnmental","Urban","Academic years","low","N","No"
"2622","Female","Governnmental","Urban","Academic years","low","N","No"
"2623","Female","Governnmental","Rural","Clinical Years","low","N","No"
"2624","Female","Governnmental","Urban","Academic years","low","N","Yes"
"2625","Female","Governnmental","Urban","Academic years","low","N","No"
"2626","Female","Governnmental","Rural","Clinical Years","high/moderate","N","No"
"2627","Male","Governnmental","Urban","Clinical Years","low","N","No"
"2628","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2629","Female","Governnmental","Urban","Academic years","low","N","No"
"2630","Female","Governnmental","Rural","Clinical Years","low","N","No"
"2631","Female","Governnmental","Urban","Academic years","low","D/SD","Yes"
"2632","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2633","Male","Governnmental","Rural","Academic years","low","N","No"
"2634","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"2635","Male","Private","Urban","Academic years","low","A/SA","No"
"2636","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2637","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"2638","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"2639","Female","Governnmental","Urban","Academic years","low","N","No"
"2640","Female","Governnmental","Urban","Academic years","low","N","No"
"2641","Male","Private","Rural","Academic years","low","D/SD","No"
"2642","Female","Governnmental","Urban","Academic years","low","N","No"
"2643","Female","Governnmental","Urban","Academic years","high/moderate","N","No"
"2644","Female","Governnmental","Rural","Academic years","low","N","No"
"2645","Female","Governnmental","Urban","Academic years","high/moderate","N","Yes"
"2646","Male","Governnmental","Rural","Academic years","low","N","No"
"2647","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"2648","Male","Governnmental","Rural","Academic years","low","N","No"
"2649","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"2650","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2651","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"2652","Male","Governnmental","Urban","Clinical Years","low","N","No"
"2653","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"2654","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"2655","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2656","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2657","Female","Governnmental","Rural","Clinical Years","high/moderate","N","No"
"2658","Male","Governnmental","Urban","Clinical Years","low","N","No"
"2659","Female","Governnmental","Urban","Academic years","low","N","No"
"2660","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"2661","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2662","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2663","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2664","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2665","Female","Governnmental","Rural","Clinical Years","low","N","No"
"2666","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"2667","Female","Governnmental","Urban","Academic years","low","N","No"
"2668","Male","Governnmental","Urban","Clinical Years","low","N","No"
"2669","Male","Private","Urban","Clinical Years","low","N","No"
"2670","Female","Governnmental","Urban","Academic years","low","N","No"
"2671","Male","Governnmental","Urban","Academic years","low","N","Yes"
"2672","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2673","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2674","Female","Governnmental","Urban","Academic years","low","N","No"
"2675","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2676","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2677","Male","Governnmental","Urban","Academic years","low","N","Yes"
"2678","Female","Private","Urban","Clinical Years","low","N","No"
"2679","Female","Governnmental","Urban","Academic years","low","N","No"
"2680","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"2681","Female","Governnmental","Urban","Academic years","low","N","No"
"2682","Female","Governnmental","Urban","Academic years","low","N","No"
"2683","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"2684","Female","Governnmental","Rural","Academic years","low","N","No"
"2685","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2686","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"2687","Female","Governnmental","Urban","Academic years","low","N","No"
"2688","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2689","Female","Governnmental","Urban","Clinical Years","high/moderate","N","No"
"2690","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2691","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2692","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2693","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2694","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"2695","Female","Governnmental","Urban","Academic years","low","N","No"
"2696","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2697","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2698","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2699","Male","Governnmental","Urban","Clinical Years","low","N","No"
"2700","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"2701","Female","Governnmental","Rural","Clinical Years","low","N","No"
"2702","Female","International","Urban","Clinical Years","low","N","No"
"2703","Female","Governnmental","Urban","Academic years","low","N","No"
"2704","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"2705","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"2706","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"2707","Male","Governnmental","Urban","Academic years","low","N","No"
"2708","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2709","Female","Governnmental","Urban","Academic years","low","N","No"
"2710","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2711","Female","Governnmental","Rural","Academic years","low","N","No"
"2712","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"2713","Male","Governnmental","Urban","Academic years","low","N","No"
"2714","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"2715","Female","Governnmental","Urban","Academic years","low","N","No"
"2716","Female","Governnmental","Urban","Academic years","low","N","No"
"2717","Female","Governnmental","Urban","Academic years","low","N","No"
"2718","Female","Governnmental","Urban","Academic years","low","N","No"
"2719","Female","Governnmental","Urban","Clinical Years","low","N","Yes"
"2720","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2721","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2722","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"2723","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2724","Female","Governnmental","Urban","Clinical Years","low","N","Yes"
"2725","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"2726","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2727","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2728","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"2729","Male","Governnmental","Urban","Clinical Years","high/moderate","N","Yes"
"2730","Female","Governnmental","Urban","Academic years","low","N","No"
"2731","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2732","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2733","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2734","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2735","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2736","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2737","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2738","Male","International","Urban","Clinical Years","low","D/SD","No"
"2739","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2740","Female","International","Urban","Clinical Years","high/moderate","N","No"
"2741","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"2742","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","Yes"
"2743","Male","Governnmental","Urban","Clinical Years","low","N","No"
"2744","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2745","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2746","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2747","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2748","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2749","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2750","Male","Governnmental","Urban","Clinical Years","low","N","No"
"2751","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"2752","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2753","Female","Governnmental","Urban","Academic years","low","N","No"
"2754","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2755","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"2756","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"2757","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2758","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2759","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"2760","Female","Governnmental","Rural","Academic years","high/moderate","N","No"
"2761","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"2762","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","Yes"
"2763","Female","Governnmental","Urban","Clinical Years","low","N","No"
"2764","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"2765","Female","Governnmental","Urban","Academic years","low","N","No"
